Nigeria_1921345_S1Weak.tif,Nigeria_1921345_S2IndexLabelWeak.tif
USA_1573021_S1Weak.tif,USA_1573021_S2IndexLabelWeak.tif
Colombia_3013723_S1Weak.tif,Colombia_3013723_S2IndexLabelWeak.tif
Colombia_8635403_S1Weak.tif,Colombia_8635403_S2IndexLabelWeak.tif
Ghana_2092661_S1Weak.tif,Ghana_2092661_S2IndexLabelWeak.tif
Pakistan_3010772_S1Weak.tif,Pakistan_3010772_S2IndexLabelWeak.tif
Colombia_4369418_S1Weak.tif,Colombia_4369418_S2IndexLabelWeak.tif
Colombia_2714405_S1Weak.tif,Colombia_2714405_S2IndexLabelWeak.tif
Bolivia_2433715_S1Weak.tif,Bolivia_2433715_S2IndexLabelWeak.tif
Colombia_2259381_S1Weak.tif,Colombia_2259381_S2IndexLabelWeak.tif
Bolivia_2216240_S1Weak.tif,Bolivia_2216240_S2IndexLabelWeak.tif
India_2705421_S1Weak.tif,India_2705421_S2IndexLabelWeak.tif
USA_1886856_S1Weak.tif,USA_1886856_S2IndexLabelWeak.tif
Paraguay_1417472_S1Weak.tif,Paraguay_1417472_S2IndexLabelWeak.tif
USA_4171067_S1Weak.tif,USA_4171067_S2IndexLabelWeak.tif
Sri-Lanka_7378549_S1Weak.tif,Sri-Lanka_7378549_S2IndexLabelWeak.tif
Colombia_1718438_S1Weak.tif,Colombia_1718438_S2IndexLabelWeak.tif
India_8959582_S1Weak.tif,India_8959582_S2IndexLabelWeak.tif
Colombia_5098548_S1Weak.tif,Colombia_5098548_S2IndexLabelWeak.tif
Sri-Lanka_6389638_S1Weak.tif,Sri-Lanka_6389638_S2IndexLabelWeak.tif
Ghana_311531_S1Weak.tif,Ghana_311531_S2IndexLabelWeak.tif
USA_8145712_S1Weak.tif,USA_8145712_S2IndexLabelWeak.tif
Colombia_3474345_S1Weak.tif,Colombia_3474345_S2IndexLabelWeak.tif
Colombia_8041374_S1Weak.tif,Colombia_8041374_S2IndexLabelWeak.tif
Paraguay_5454407_S1Weak.tif,Paraguay_5454407_S2IndexLabelWeak.tif
Colombia_1517560_S1Weak.tif,Colombia_1517560_S2IndexLabelWeak.tif
Paraguay_1661783_S1Weak.tif,Paraguay_1661783_S2IndexLabelWeak.tif
Paraguay_9848078_S1Weak.tif,Paraguay_9848078_S2IndexLabelWeak.tif
USA_452003_S1Weak.tif,USA_452003_S2IndexLabelWeak.tif
USA_3971172_S1Weak.tif,USA_3971172_S2IndexLabelWeak.tif
USA_5748146_S1Weak.tif,USA_5748146_S2IndexLabelWeak.tif
USA_8571107_S1Weak.tif,USA_8571107_S2IndexLabelWeak.tif
Bolivia_8693509_S1Weak.tif,Bolivia_8693509_S2IndexLabelWeak.tif
India_334894_S1Weak.tif,India_334894_S2IndexLabelWeak.tif
Colombia_3861297_S1Weak.tif,Colombia_3861297_S2IndexLabelWeak.tif
USA_7991919_S1Weak.tif,USA_7991919_S2IndexLabelWeak.tif
Paraguay_4151270_S1Weak.tif,Paraguay_4151270_S2IndexLabelWeak.tif
Ghana_5362209_S1Weak.tif,Ghana_5362209_S2IndexLabelWeak.tif
USA_5624901_S1Weak.tif,USA_5624901_S2IndexLabelWeak.tif
USA_9929166_S1Weak.tif,USA_9929166_S2IndexLabelWeak.tif
Colombia_7960380_S1Weak.tif,Colombia_7960380_S2IndexLabelWeak.tif
India_8450802_S1Weak.tif,India_8450802_S2IndexLabelWeak.tif
India_6498243_S1Weak.tif,India_6498243_S2IndexLabelWeak.tif
Pakistan_2667130_S1Weak.tif,Pakistan_2667130_S2IndexLabelWeak.tif
Bolivia_1041766_S1Weak.tif,Bolivia_1041766_S2IndexLabelWeak.tif
India_5209701_S1Weak.tif,India_5209701_S2IndexLabelWeak.tif
Ghana_7997252_S1Weak.tif,Ghana_7997252_S2IndexLabelWeak.tif
Sri-Lanka_7124207_S1Weak.tif,Sri-Lanka_7124207_S2IndexLabelWeak.tif
Sri-Lanka_4065211_S1Weak.tif,Sri-Lanka_4065211_S2IndexLabelWeak.tif
Colombia_1541955_S1Weak.tif,Colombia_1541955_S2IndexLabelWeak.tif
India_6017190_S1Weak.tif,India_6017190_S2IndexLabelWeak.tif
India_1335806_S1Weak.tif,India_1335806_S2IndexLabelWeak.tif
USA_7229272_S1Weak.tif,USA_7229272_S2IndexLabelWeak.tif
Pakistan_2769698_S1Weak.tif,Pakistan_2769698_S2IndexLabelWeak.tif
Spain_2309401_S1Weak.tif,Spain_2309401_S2IndexLabelWeak.tif
Pakistan_9363843_S1Weak.tif,Pakistan_9363843_S2IndexLabelWeak.tif
Ghana_303514_S1Weak.tif,Ghana_303514_S2IndexLabelWeak.tif
Ghana_1127091_S1Weak.tif,Ghana_1127091_S2IndexLabelWeak.tif
USA_6392974_S1Weak.tif,USA_6392974_S2IndexLabelWeak.tif
Pakistan_3361672_S1Weak.tif,Pakistan_3361672_S2IndexLabelWeak.tif
Colombia_2141314_S1Weak.tif,Colombia_2141314_S2IndexLabelWeak.tif
Paraguay_1585736_S1Weak.tif,Paraguay_1585736_S2IndexLabelWeak.tif
Colombia_8837060_S1Weak.tif,Colombia_8837060_S2IndexLabelWeak.tif
USA_5914414_S1Weak.tif,USA_5914414_S2IndexLabelWeak.tif
Colombia_1115783_S1Weak.tif,Colombia_1115783_S2IndexLabelWeak.tif
Sri-Lanka_1109394_S1Weak.tif,Sri-Lanka_1109394_S2IndexLabelWeak.tif
Colombia_5995476_S1Weak.tif,Colombia_5995476_S2IndexLabelWeak.tif
Colombia_9453047_S1Weak.tif,Colombia_9453047_S2IndexLabelWeak.tif
USA_1240401_S1Weak.tif,USA_1240401_S2IndexLabelWeak.tif
Colombia_4453716_S1Weak.tif,Colombia_4453716_S2IndexLabelWeak.tif
